Время;Давление, атм
14.03.2024 15:28:54:624;26,67
14.03.2024 15:28:54:702;26,67
14.03.2024 15:28:54:780;26,68
14.03.2024 15:28:54:858;26,68
14.03.2024 15:28:54:937;26,68
14.03.2024 15:28:55:015;26,68
14.03.2024 15:28:55:171;26,69
14.03.2024 15:28:55:249;26,7
14.03.2024 15:28:55:405;26,7
14.03.2024 15:28:55:484;26,7
14.03.2024 15:28:55:718;26,7
14.03.2024 15:28:55:796;26,71
14.03.2024 15:28:55:874;26,71
14.03.2024 15:28:55:952;26,72
14.03.2024 15:28:56:031;26,71
14.03.2024 15:28:56:109;26,73
14.03.2024 15:28:56:187;26,73
14.03.2024 15:28:56:265;26,73
14.03.2024 15:28:56:421;26,73
14.03.2024 15:28:56:499;26,74
14.03.2024 15:28:56:578;26,75
14.03.2024 15:28:56:656;26,75
14.03.2024 15:28:56:734;26,75
14.03.2024 15:28:56:890;26,75
14.03.2024 15:28:56:968;26,76
14.03.2024 15:28:57:047;26,76
14.03.2024 15:28:57:125;26,76
14.03.2024 15:28:57:204;26,77
14.03.2024 15:28:57:297;26,78
14.03.2024 15:28:57:687;26,78
14.03.2024 15:28:57:766;26,78
14.03.2024 15:28:57:844;26,78
14.03.2024 15:28:57:922;26,79
14.03.2024 15:28:58:000;26,79
14.03.2024 15:28:58:078;26,79
14.03.2024 15:28:58:157;26,8
14.03.2024 15:28:58:313;26,8
14.03.2024 15:28:58:391;26,81
14.03.2024 15:28:58:469;26,81
14.03.2024 15:28:58:547;26,81
14.03.2024 15:28:58:625;26,82
14.03.2024 15:28:58:703;26,81
14.03.2024 15:28:58:781;26,83
14.03.2024 15:28:58:860;26,83
14.03.2024 15:28:58:938;26,83
14.03.2024 15:28:59:016;26,84
14.03.2024 15:28:59:172;26,84
14.03.2024 15:28:59:251;26,85
14.03.2024 15:28:59:328;26,84
14.03.2024 15:28:59:407;26,85
14.03.2024 15:28:59:486;26,86
14.03.2024 15:28:59:579;26,86
14.03.2024 15:28:59:657;26,86
14.03.2024 15:28:59:735;26,86
14.03.2024 15:28:59:813;26,86
14.03.2024 15:28:59:891;26,87
14.03.2024 15:28:59:969;26,87
14.03.2024 15:29:00:047;26,88
14.03.2024 15:29:00:126;26,88
14.03.2024 15:29:00:204;26,89
14.03.2024 15:29:00:282;26,89
14.03.2024 15:29:00:360;26,89
14.03.2024 15:29:00:439;26,9
14.03.2024 15:29:00:517;26,9
14.03.2024 15:29:00:595;26,91
14.03.2024 15:29:00:673;26,91
14.03.2024 15:29:00:751;26,91
14.03.2024 15:29:00:829;26,92
14.03.2024 15:29:00:985;26,92
14.03.2024 15:29:01:063;26,92
14.03.2024 15:29:01:141;26,93
14.03.2024 15:29:01:220;26,93
14.03.2024 15:29:01:298;26,94
14.03.2024 15:29:01:376;26,94
14.03.2024 15:29:01:454;26,94
14.03.2024 15:29:01:533;26,95
14.03.2024 15:29:01:611;26,95
14.03.2024 15:29:01:689;26,95
14.03.2024 15:29:01:767;26,95
14.03.2024 15:29:01:845;26,95
14.03.2024 15:29:01:923;26,96
14.03.2024 15:29:02:001;26,97
14.03.2024 15:29:02:080;26,97
14.03.2024 15:29:02:157;26,98
14.03.2024 15:29:02:236;26,97
14.03.2024 15:29:02:314;26,98
14.03.2024 15:29:02:392;26,99
14.03.2024 15:29:02:470;26,99
14.03.2024 15:29:02:548;26,98
14.03.2024 15:29:02:627;26,99
14.03.2024 15:29:02:704;27
14.03.2024 15:29:02:783;27
14.03.2024 15:29:02:861;27
14.03.2024 15:29:03:017;27
14.03.2024 15:29:03:096;27,01
14.03.2024 15:29:03:252;27,01
14.03.2024 15:29:03:330;27,02
14.03.2024 15:29:03:408;27,02
14.03.2024 15:29:03:487;27,03
14.03.2024 15:29:03:564;27,02
14.03.2024 15:29:03:642;27,03
14.03.2024 15:29:03:721;27,03
14.03.2024 15:29:03:799;27,03
14.03.2024 15:29:04:111;27,03
14.03.2024 15:29:04:189;27,04
14.03.2024 15:29:04:283;27,05
14.03.2024 15:29:04:362;27,06
14.03.2024 15:29:04:439;27,05
14.03.2024 15:29:04:518;27,06
14.03.2024 15:29:04:674;27,06
14.03.2024 15:29:04:752;27,07
14.03.2024 15:29:04:908;27,07
14.03.2024 15:29:05:002;27,08
14.03.2024 15:29:05:158;27,08
14.03.2024 15:29:05:237;27,08
14.03.2024 15:29:05:393;27,08
14.03.2024 15:29:05:471;27,09
14.03.2024 15:29:05:549;27,1
14.03.2024 15:29:05:705;27,1
14.03.2024 15:29:05:784;27,1
14.03.2024 15:29:05:862;27,11
14.03.2024 15:29:05:940;27,11
14.03.2024 15:29:06:018;27,11
14.03.2024 15:29:06:096;27,11
14.03.2024 15:29:06:174;27,12
14.03.2024 15:29:06:253;27,12
14.03.2024 15:29:06:331;27,13
14.03.2024 15:29:06:409;27,13
14.03.2024 15:29:06:488;27,13
14.03.2024 15:29:06:659;27,13
14.03.2024 15:29:06:737;27,13
14.03.2024 15:29:06:815;27,15
14.03.2024 15:29:06:894;27,15
14.03.2024 15:29:06:987;27,15
14.03.2024 15:29:07:144;27,15
14.03.2024 15:29:07:222;27,16
14.03.2024 15:29:07:456;27,16
14.03.2024 15:29:07:534;27,17
14.03.2024 15:29:07:613;27,17
14.03.2024 15:29:07:690;27,16
14.03.2024 15:29:07:768;27,16
14.03.2024 15:29:07:847;27,17
14.03.2024 15:29:07:925;27,18
14.03.2024 15:29:08:003;27,18
14.03.2024 15:29:08:160;27,18
14.03.2024 15:29:08:238;27,19
14.03.2024 15:29:08:394;27,19
14.03.2024 15:29:08:488;27,2
14.03.2024 15:29:08:566;27,2
14.03.2024 15:29:08:644;27,21
14.03.2024 15:29:08:722;27,21
14.03.2024 15:29:08:800;27,21
14.03.2024 15:29:08:878;27,21
14.03.2024 15:29:08:956;27,21
14.03.2024 15:29:09:034;27,23
14.03.2024 15:29:09:113;27,23
14.03.2024 15:29:09:191;27,24
14.03.2024 15:29:09:285;27,24
14.03.2024 15:29:09:363;27,24
14.03.2024 15:29:09:441;27,24
14.03.2024 15:29:09:519;27,25
14.03.2024 15:29:09:597;27,25
14.03.2024 15:29:09:675;27,26
14.03.2024 15:29:09:753;27,26
14.03.2024 15:29:09:832;27,26
14.03.2024 15:29:09:910;27,27
14.03.2024 15:29:09:988;27,27
14.03.2024 15:29:10:066;27,27
14.03.2024 15:29:10:145;27,28
14.03.2024 15:29:10:222;27,28
14.03.2024 15:29:10:301;27,29
14.03.2024 15:29:10:379;27,29
14.03.2024 15:29:10:457;27,29
14.03.2024 15:29:10:535;27,3
14.03.2024 15:29:10:613;27,31
14.03.2024 15:29:10:691;27,31
14.03.2024 15:29:10:769;27,31
14.03.2024 15:29:10:848;27,31
14.03.2024 15:29:10:926;27,32
14.03.2024 15:29:11:004;27,32
14.03.2024 15:29:11:082;27,33
14.03.2024 15:29:11:161;27,34
14.03.2024 15:29:11:239;27,33
14.03.2024 15:29:11:332;27,34
14.03.2024 15:29:11:411;27,34
14.03.2024 15:29:11:489;27,35
14.03.2024 15:29:11:645;27,35
14.03.2024 15:29:11:723;27,35
14.03.2024 15:29:11:801;27,35
14.03.2024 15:29:11:879;27,36
14.03.2024 15:29:11:957;27,37
14.03.2024 15:29:12:035;27,37
14.03.2024 15:29:12:270;27,37
14.03.2024 15:29:12:348;27,39
14.03.2024 15:29:12:426;27,39
14.03.2024 15:29:12:536;27,39
14.03.2024 15:29:12:692;27,39
14.03.2024 15:29:12:770;27,4
14.03.2024 15:29:12:848;27,4
14.03.2024 15:29:12:926;27,4
14.03.2024 15:29:13:004;27,42
14.03.2024 15:29:13:083;27,41
14.03.2024 15:29:13:161;27,42
14.03.2024 15:29:13:317;27,42
14.03.2024 15:29:13:395;27,42
14.03.2024 15:29:13:489;27,43
14.03.2024 15:29:13:567;27,43
14.03.2024 15:29:13:645;27,44
14.03.2024 15:29:13:723;27,43
14.03.2024 15:29:13:802;27,43
14.03.2024 15:29:13:880;27,44
14.03.2024 15:29:13:958;27,45
14.03.2024 15:29:14:036;27,45
14.03.2024 15:29:14:114;27,46
14.03.2024 15:29:14:192;27,47
14.03.2024 15:29:14:427;27,47
14.03.2024 15:29:14:505;27,47
14.03.2024 15:29:14:583;27,48
14.03.2024 15:29:14:661;27,48
14.03.2024 15:29:14:739;27,48
14.03.2024 15:29:14:818;27,48
14.03.2024 15:29:14:896;27,48
14.03.2024 15:29:14:974;27,49
14.03.2024 15:29:15:287;27,49
14.03.2024 15:29:15:365;27,5
14.03.2024 15:29:15:443;27,5
14.03.2024 15:29:15:521;27,51
14.03.2024 15:29:15:599;27,51
14.03.2024 15:29:15:677;27,52
14.03.2024 15:29:15:755;27,51
14.03.2024 15:29:15:833;27,51
14.03.2024 15:29:15:912;27,52
14.03.2024 15:29:15:990;27,52
14.03.2024 15:29:16:068;27,53
14.03.2024 15:29:16:146;27,53
14.03.2024 15:29:16:224;27,53
14.03.2024 15:29:16:303;27,54
14.03.2024 15:29:16:459;27,54
14.03.2024 15:29:16:537;27,55
14.03.2024 15:29:16:615;27,54
14.03.2024 15:29:16:693;27,55
14.03.2024 15:29:16:771;27,55
14.03.2024 15:29:16:849;27,55
14.03.2024 15:29:16:927;27,56
14.03.2024 15:29:17:006;27,55
14.03.2024 15:29:17:084;27,55
14.03.2024 15:29:17:162;27,57
14.03.2024 15:29:17:475;27,57
14.03.2024 15:29:17:553;27,58
14.03.2024 15:29:17:631;27,58
14.03.2024 15:29:17:709;27,58
14.03.2024 15:29:17:787;27,58
14.03.2024 15:29:17:865;27,59
14.03.2024 15:29:17:943;27,59
14.03.2024 15:29:18:022;27,59
14.03.2024 15:29:18:100;27,59
14.03.2024 15:29:18:178;27,6
14.03.2024 15:29:18:272;27,61
14.03.2024 15:29:18:350;27,61
14.03.2024 15:29:18:428;27,61
14.03.2024 15:29:18:506;27,62
14.03.2024 15:29:18:740;27,62
14.03.2024 15:29:18:819;27,63
14.03.2024 15:29:18:897;27,63
14.03.2024 15:29:18:975;27,63
14.03.2024 15:29:19:053;27,64
14.03.2024 15:29:19:132;27,64
14.03.2024 15:29:19:210;27,64
14.03.2024 15:29:19:366;27,64
14.03.2024 15:29:19:444;27,65
14.03.2024 15:29:19:522;27,65
14.03.2024 15:29:19:600;27,66
14.03.2024 15:29:19:678;27,66
14.03.2024 15:29:19:756;27,67
14.03.2024 15:29:19:835;27,67
14.03.2024 15:29:19:913;27,67
14.03.2024 15:29:20:069;27,67
14.03.2024 15:29:20:147;27,67
14.03.2024 15:29:20:225;27,68
14.03.2024 15:29:20:303;27,69
14.03.2024 15:29:20:382;27,69
14.03.2024 15:29:20:460;27,69
14.03.2024 15:29:20:538;27,69
14.03.2024 15:29:20:616;27,7
14.03.2024 15:29:20:694;27,71
14.03.2024 15:29:20:772;27,71
14.03.2024 15:29:20:850;27,71
14.03.2024 15:29:20:929;27,71
14.03.2024 15:29:21:007;27,72
14.03.2024 15:29:21:241;27,72
14.03.2024 15:29:21:319;27,72
14.03.2024 15:29:21:476;27,72
14.03.2024 15:29:21:554;27,73
14.03.2024 15:29:21:632;27,74
14.03.2024 15:29:21:710;27,74
14.03.2024 15:29:21:788;27,74
14.03.2024 15:29:21:866;27,74
14.03.2024 15:29:22:101;27,74
14.03.2024 15:29:22:179;27,75
14.03.2024 15:29:22:258;27,75
14.03.2024 15:29:22:351;27,76
14.03.2024 15:29:22:429;27,77
14.03.2024 15:29:22:507;27,76
14.03.2024 15:29:22:586;27,77
14.03.2024 15:29:22:664;27,77
14.03.2024 15:29:22:742;27,77
14.03.2024 15:29:22:820;27,77
14.03.2024 15:29:22:898;27,78
14.03.2024 15:29:22:976;27,79
14.03.2024 15:29:23:133;27,79
14.03.2024 15:29:23:211;27,79
14.03.2024 15:29:23:289;27,8
14.03.2024 15:29:23:367;27,8
14.03.2024 15:29:23:445;27,8
14.03.2024 15:29:23:523;27,8
14.03.2024 15:29:23:602;27,8
14.03.2024 15:29:23:679;27,8
14.03.2024 15:29:23:758;27,81
14.03.2024 15:29:23:836;27,82
14.03.2024 15:29:23:914;27,81
14.03.2024 15:29:23:992;27,82
14.03.2024 15:29:24:383;27,82
14.03.2024 15:29:24:461;27,83
14.03.2024 15:29:24:539;27,83
14.03.2024 15:29:24:618;27,83
14.03.2024 15:29:24:695;27,84
14.03.2024 15:29:24:774;27,84
14.03.2024 15:29:24:852;27,84
14.03.2024 15:29:24:930;27,85
14.03.2024 15:29:25:086;27,85
14.03.2024 15:29:25:165;27,85
14.03.2024 15:29:25:243;27,85
14.03.2024 15:29:25:321;27,85
14.03.2024 15:29:25:399;27,85
14.03.2024 15:29:25:477;27,85
14.03.2024 15:29:25:555;27,87
14.03.2024 15:29:25:633;27,87
14.03.2024 15:29:25:712;27,87
14.03.2024 15:29:25:790;27,87
14.03.2024 15:29:25:868;27,88
14.03.2024 15:29:25:946;27,88
14.03.2024 15:29:26:024;27,88
14.03.2024 15:29:26:102;27,88
14.03.2024 15:29:26:180;27,88
14.03.2024 15:29:26:258;27,88
14.03.2024 15:29:26:337;27,89
14.03.2024 15:29:26:415;27,89
14.03.2024 15:29:26:509;27,9
14.03.2024 15:29:26:665;27,9
14.03.2024 15:29:26:743;27,9
14.03.2024 15:29:26:821;27,9
14.03.2024 15:29:26:899;27,91
14.03.2024 15:29:26:977;27,91
14.03.2024 15:29:27:055;27,91
14.03.2024 15:29:27:212;27,91
14.03.2024 15:29:27:290;27,92
14.03.2024 15:29:27:681;27,92
14.03.2024 15:29:27:759;27,92
14.03.2024 15:29:27:837;27,93
14.03.2024 15:29:27:915;27,93
14.03.2024 15:29:28:071;27,93
14.03.2024 15:29:28:150;27,94
14.03.2024 15:29:28:306;27,94
14.03.2024 15:29:28:384;27,95
14.03.2024 15:29:28:462;27,95
14.03.2024 15:29:28:556;27,95
14.03.2024 15:29:28:712;27,95
14.03.2024 15:29:28:790;27,95
14.03.2024 15:29:28:869;27,96
14.03.2024 15:29:28:947;27,95
14.03.2024 15:29:29:025;27,95
14.03.2024 15:29:29:103;27,96
14.03.2024 15:29:29:181;27,96
14.03.2024 15:29:29:259;27,96
14.03.2024 15:29:29:338;27,97
14.03.2024 15:29:29:416;27,98
14.03.2024 15:29:29:494;27,98
14.03.2024 15:29:29:572;27,97
14.03.2024 15:29:29:650;27,98
14.03.2024 15:29:29:728;27,98
14.03.2024 15:29:29:806;27,98
14.03.2024 15:29:30:041;27,98
14.03.2024 15:29:30:119;27,98
14.03.2024 15:29:30:275;27,98
14.03.2024 15:29:30:354;27,99
14.03.2024 15:29:30:431;27,99
14.03.2024 15:29:30:510;28
14.03.2024 15:29:30:588;27,99
14.03.2024 15:29:30:666;28
14.03.2024 15:29:31:057;28
14.03.2024 15:29:31:135;28,01
14.03.2024 15:29:31:213;28,01
14.03.2024 15:29:31:370;28,01
14.03.2024 15:29:31:448;28,02
14.03.2024 15:29:31:838;28,02
14.03.2024 15:29:31:916;28,03
14.03.2024 15:29:32:385;28,03
14.03.2024 15:29:32:463;28,03
14.03.2024 15:29:32:541;28,03
14.03.2024 15:29:32:620;28,04
14.03.2024 15:29:32:776;28,04
14.03.2024 15:29:32:854;28,04
14.03.2024 15:29:32:932;28,04
14.03.2024 15:29:33:088;28,04
14.03.2024 15:29:33:167;28,05
14.03.2024 15:29:33:245;28,04
14.03.2024 15:29:33:323;28,05
14.03.2024 15:29:33:401;28,05
14.03.2024 15:29:33:480;28,04
14.03.2024 15:29:33:573;28,05
14.03.2024 15:29:33:651;28,05
14.03.2024 15:29:33:729;28,06
14.03.2024 15:29:33:807;28,05
14.03.2024 15:29:33:886;28,06
14.03.2024 15:29:33:964;28,06
14.03.2024 15:29:34:042;28,06
14.03.2024 15:29:34:120;28,06
14.03.2024 15:29:34:198;28,06
14.03.2024 15:29:34:277;28,07
14.03.2024 15:29:34:355;28,06
14.03.2024 15:29:34:433;28,06
14.03.2024 15:29:34:511;28,07
14.03.2024 15:29:34:589;28,07
14.03.2024 15:29:34:745;28,07
14.03.2024 15:29:34:823;28,08
14.03.2024 15:29:34:902;28,08
14.03.2024 15:29:34:980;28,07
14.03.2024 15:29:35:058;28,07
14.03.2024 15:29:35:136;28,09
14.03.2024 15:29:35:214;28,08
14.03.2024 15:29:35:292;28,09
14.03.2024 15:29:35:386;28,09
14.03.2024 15:29:35:465;28,08
14.03.2024 15:29:35:542;28,09
14.03.2024 15:29:35:621;28,09
14.03.2024 15:29:35:699;28,09
14.03.2024 15:29:35:777;28,1
14.03.2024 15:29:35:855;28,09
14.03.2024 15:29:35:933;28,1
14.03.2024 15:29:36:324;28,1
14.03.2024 15:29:36:402;28,11
14.03.2024 15:29:36:480;28,1
14.03.2024 15:29:36:558;28,11
14.03.2024 15:29:36:637;28,1
14.03.2024 15:29:36:715;28,11
14.03.2024 15:29:36:793;28,11
14.03.2024 15:29:36:871;28,11
14.03.2024 15:29:36:965;28,12
14.03.2024 15:29:37:043;28,11
14.03.2024 15:29:37:121;28,11
14.03.2024 15:29:37:199;28,12
14.03.2024 15:29:37:278;28,12
14.03.2024 15:29:37:356;28,12
14.03.2024 15:29:37:434;28,12
14.03.2024 15:29:37:590;28,12
14.03.2024 15:29:37:668;28,12
14.03.2024 15:29:37:824;28,12
14.03.2024 15:29:37:903;28,13
14.03.2024 15:29:38:294;28,13
14.03.2024 15:29:38:372;28,14
14.03.2024 15:29:38:450;28,14
14.03.2024 15:29:38:528;28,13
14.03.2024 15:29:38:606;28,14
14.03.2024 15:29:38:840;28,14
14.03.2024 15:29:38:919;28,14
14.03.2024 15:29:39:075;28,14
14.03.2024 15:29:39:153;28,15
14.03.2024 15:29:39:309;28,15
14.03.2024 15:29:39:388;28,14
14.03.2024 15:29:39:466;28,15
14.03.2024 15:29:39:544;28,15
14.03.2024 15:29:39:622;28,15
14.03.2024 15:29:40:013;28,15
14.03.2024 15:29:40:091;28,16
14.03.2024 15:29:40:169;28,15
14.03.2024 15:29:40:247;28,15
14.03.2024 15:29:40:325;28,16
14.03.2024 15:29:40:404;28,15
14.03.2024 15:29:40:497;28,17
14.03.2024 15:29:40:653;28,17
14.03.2024 15:29:40:732;28,16
14.03.2024 15:29:40:810;28,17
14.03.2024 15:29:40:888;28,17
14.03.2024 15:29:41:044;28,17
14.03.2024 15:29:41:122;28,18
14.03.2024 15:29:41:201;28,17
14.03.2024 15:29:41:278;28,18
14.03.2024 15:29:41:435;28,18
14.03.2024 15:29:41:513;28,19
14.03.2024 15:29:41:591;28,18
14.03.2024 15:29:41:669;28,18
14.03.2024 15:29:41:747;28,19
14.03.2024 15:29:41:825;28,19
14.03.2024 15:29:41:904;28,19
14.03.2024 15:29:41:982;28,19
14.03.2024 15:29:42:060;28,2
14.03.2024 15:29:42:138;28,2
14.03.2024 15:29:42:216;28,2
14.03.2024 15:29:42:295;28,2
14.03.2024 15:29:42:389;28,21
14.03.2024 15:29:42:467;28,21
14.03.2024 15:29:42:545;28,2
14.03.2024 15:29:42:623;28,21
14.03.2024 15:29:42:701;28,22
14.03.2024 15:29:42:779;28,22
14.03.2024 15:29:42:857;28,22
14.03.2024 15:29:42:936;28,23
14.03.2024 15:29:43:014;28,23
14.03.2024 15:29:43:091;28,23
14.03.2024 15:29:43:170;28,24
14.03.2024 15:29:43:248;28,24
14.03.2024 15:29:43:326;28,25
14.03.2024 15:29:43:420;28,25
14.03.2024 15:29:43:576;28,25
14.03.2024 15:29:43:670;28,27
14.03.2024 15:29:43:748;28,25
14.03.2024 15:29:43:826;28,27
14.03.2024 15:29:43:905;28,26
14.03.2024 15:29:43:983;28,28
14.03.2024 15:29:44:217;28,28
14.03.2024 15:29:44:295;28,28
14.03.2024 15:29:44:374;28,28
14.03.2024 15:29:44:452;28,29
14.03.2024 15:29:44:530;28,3
14.03.2024 15:29:44:608;28,29
14.03.2024 15:29:44:686;28,3
14.03.2024 15:29:44:764;28,3
14.03.2024 15:29:44:842;28,3
14.03.2024 15:29:44:920;28,3
14.03.2024 15:29:44:999;28,3
14.03.2024 15:29:45:076;28,31
14.03.2024 15:29:45:155;28,31
14.03.2024 15:29:45:233;28,31
14.03.2024 15:29:45:311;28,32
14.03.2024 15:29:45:389;28,32
14.03.2024 15:29:45:468;28,33
14.03.2024 15:29:45:546;28,33
14.03.2024 15:29:45:639;28,33
14.03.2024 15:29:45:717;28,33
14.03.2024 15:29:45:795;28,34
14.03.2024 15:29:45:874;28,34
14.03.2024 15:29:45:952;28,35
14.03.2024 15:29:46:030;28,35
14.03.2024 15:29:46:108;28,35
14.03.2024 15:29:46:186;28,36
14.03.2024 15:29:46:343;28,36
14.03.2024 15:29:46:421;28,37
14.03.2024 15:29:46:499;28,38
14.03.2024 15:29:46:577;28,37
14.03.2024 15:29:46:655;28,38
14.03.2024 15:29:46:811;28,38
14.03.2024 15:29:46:889;28,39
14.03.2024 15:29:46:968;28,39
14.03.2024 15:29:47:046;28,41
14.03.2024 15:29:47:202;28,41
14.03.2024 15:29:47:281;28,41
14.03.2024 15:29:47:359;28,43
14.03.2024 15:29:47:452;28,43
14.03.2024 15:29:47:531;28,43
14.03.2024 15:29:47:608;28,43
14.03.2024 15:29:47:687;28,44
14.03.2024 15:29:47:843;28,44
14.03.2024 15:29:47:921;28,44
14.03.2024 15:29:47:999;28,46
14.03.2024 15:29:48:077;28,46
14.03.2024 15:29:48:155;28,46
14.03.2024 15:29:48:234;28,47
14.03.2024 15:29:48:312;28,48
14.03.2024 15:29:48:547;28,48
14.03.2024 15:29:48:624;28,49
14.03.2024 15:29:48:703;28,49
14.03.2024 15:29:48:781;28,49
14.03.2024 15:29:48:859;28,51
14.03.2024 15:29:48:937;28,51
14.03.2024 15:29:49:015;28,51
14.03.2024 15:29:49:093;28,52
14.03.2024 15:29:49:172;28,52
14.03.2024 15:29:49:250;28,52
14.03.2024 15:29:49:328;28,52
14.03.2024 15:29:49:406;28,53
14.03.2024 15:29:49:484;28,54
14.03.2024 15:29:49:563;28,54
14.03.2024 15:29:49:641;28,54
14.03.2024 15:29:49:718;28,55
14.03.2024 15:29:49:797;28,55
14.03.2024 15:29:49:875;28,55
14.03.2024 15:29:49:969;28,55
14.03.2024 15:29:50:047;28,56
14.03.2024 15:29:50:125;28,56
14.03.2024 15:29:50:203;28,57
14.03.2024 15:29:50:282;28,58
14.03.2024 15:29:50:359;28,58
14.03.2024 15:29:50:438;28,59
14.03.2024 15:29:50:516;28,59
14.03.2024 15:29:50:594;28,6
14.03.2024 15:29:50:829;28,6
14.03.2024 15:29:50:938;28,61
14.03.2024 15:29:51:016;28,61
14.03.2024 15:29:51:094;28,62
14.03.2024 15:29:51:172;28,62
14.03.2024 15:29:51:251;28,62
14.03.2024 15:29:51:329;28,63
14.03.2024 15:29:51:407;28,63
14.03.2024 15:29:51:485;28,63
14.03.2024 15:29:51:657;28,63
14.03.2024 15:29:51:735;28,65
14.03.2024 15:29:51:813;28,65
14.03.2024 15:29:51:969;28,65
14.03.2024 15:29:52:047;28,66
14.03.2024 15:29:52:125;28,66
14.03.2024 15:29:52:204;28,67
14.03.2024 15:29:52:282;28,67
14.03.2024 15:29:52:360;28,68
14.03.2024 15:29:52:438;28,68
14.03.2024 15:29:52:672;28,68
14.03.2024 15:29:52:751;28,69
14.03.2024 15:29:52:829;28,7
14.03.2024 15:29:52:907;28,7
14.03.2024 15:29:52:985;28,7
14.03.2024 15:29:53:063;28,71
14.03.2024 15:29:53:141;28,71
14.03.2024 15:29:53:219;28,71
14.03.2024 15:29:53:298;28,72
14.03.2024 15:29:53:454;28,72
14.03.2024 15:29:53:532;28,73
14.03.2024 15:29:53:611;28,73
14.03.2024 15:29:53:688;28,73
14.03.2024 15:29:53:767;28,74
14.03.2024 15:29:53:845;28,74
14.03.2024 15:29:53:923;28,75
14.03.2024 15:29:54:001;28,74
14.03.2024 15:29:54:079;28,76
14.03.2024 15:29:54:157;28,75
14.03.2024 15:29:54:236;28,76
14.03.2024 15:29:54:392;28,76
14.03.2024 15:29:54:470;28,77
14.03.2024 15:29:54:548;28,78
14.03.2024 15:29:54:626;28,78
14.03.2024 15:29:54:783;28,78
14.03.2024 15:29:54:861;28,78
14.03.2024 15:29:54:939;28,79
14.03.2024 15:29:55:017;28,8
14.03.2024 15:29:55:095;28,79
14.03.2024 15:29:55:173;28,79
14.03.2024 15:29:55:251;28,8
14.03.2024 15:29:55:329;28,81
14.03.2024 15:29:55:408;28,81
14.03.2024 15:29:55:564;28,81
14.03.2024 15:29:55:642;28,82
14.03.2024 15:29:55:798;28,82
14.03.2024 15:29:55:877;28,83
14.03.2024 15:29:55:956;28,83
14.03.2024 15:29:56:048;28,84
14.03.2024 15:29:56:283;28,84
14.03.2024 15:29:56:361;28,84
14.03.2024 15:29:56:440;28,84
14.03.2024 15:29:56:533;28,86
14.03.2024 15:29:56:611;28,86
14.03.2024 15:29:56:689;28,86
14.03.2024 15:29:56:846;28,86
14.03.2024 15:29:56:924;28,86
14.03.2024 15:29:57:002;28,86
14.03.2024 15:29:57:080;28,87
14.03.2024 15:29:57:158;28,87
14.03.2024 15:29:57:315;28,87
14.03.2024 15:29:57:393;28,89
14.03.2024 15:29:57:471;28,89
14.03.2024 15:29:57:549;28,89
14.03.2024 15:29:57:627;28,89
14.03.2024 15:29:57:783;28,89
14.03.2024 15:29:57:861;28,9
14.03.2024 15:29:57:940;28,89
14.03.2024 15:29:58:018;28,91
14.03.2024 15:29:58:096;28,91
14.03.2024 15:29:58:174;28,92
14.03.2024 15:29:58:252;28,92
14.03.2024 15:29:58:331;28,92
14.03.2024 15:29:58:409;28,92
14.03.2024 15:29:58:503;28,93
14.03.2024 15:29:58:581;28,92
14.03.2024 15:29:58:659;28,94
14.03.2024 15:29:58:815;28,94
14.03.2024 15:29:58:893;28,94
14.03.2024 15:29:59:065;28,94
14.03.2024 15:29:59:143;28,95
14.03.2024 15:29:59:300;28,95
14.03.2024 15:29:59:393;28,95
14.03.2024 15:29:59:472;28,95
14.03.2024 15:29:59:549;28,96
14.03.2024 15:29:59:628;28,97
14.03.2024 15:29:59:784;28,97
14.03.2024 15:29:59:862;28,97
14.03.2024 15:29:59:941;28,97
14.03.2024 15:30:00:018;28,97
14.03.2024 15:30:00:097;28,99
14.03.2024 15:30:00:253;28,99
14.03.2024 15:30:00:331;28,99
14.03.2024 15:30:00:409;28,98
14.03.2024 15:30:00:488;28,99
14.03.2024 15:30:00:644;28,99
14.03.2024 15:30:00:722;29
14.03.2024 15:30:00:800;29
14.03.2024 15:30:00:878;29,01
14.03.2024 15:30:00:956;29,01
14.03.2024 15:30:01:034;29
14.03.2024 15:30:01:112;29
14.03.2024 15:30:01:191;29,01
14.03.2024 15:30:01:504;29,01
14.03.2024 15:30:01:582;29,02
14.03.2024 15:30:01:659;29,02
14.03.2024 15:30:01:738;29,02
14.03.2024 15:30:01:816;29,03
14.03.2024 15:30:01:894;29,03
14.03.2024 15:30:01:972;29,03
14.03.2024 15:30:02:050;29,03
14.03.2024 15:30:02:128;29,04
14.03.2024 15:30:02:207;29,03
14.03.2024 15:30:02:285;29,03
14.03.2024 15:30:02:363;29,04
14.03.2024 15:30:02:519;29,04
14.03.2024 15:30:02:598;29,05
14.03.2024 15:30:02:675;29,04
14.03.2024 15:30:02:754;29,04
14.03.2024 15:30:02:832;29,05
14.03.2024 15:30:02:910;29,05
14.03.2024 15:30:02:988;29,06
14.03.2024 15:30:03:223;29,06
14.03.2024 15:30:03:301;29,05
14.03.2024 15:30:03:379;29,07
14.03.2024 15:30:03:457;29,07
14.03.2024 15:30:03:848;29,07
14.03.2024 15:30:03:926;29,08
14.03.2024 15:30:04:004;29,08
14.03.2024 15:30:04:082;29,09
14.03.2024 15:30:04:160;29,1
14.03.2024 15:30:04:239;29,09
14.03.2024 15:30:04:317;29,1
